Campaign report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 January 2025 - 31 December 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimisation score,Campaign type,TrueView avg. CPV,Impr.,Interactions,Interaction rate,Avg. cost,Clicks,Conv. rate,Avg. CPC,Cost / conv.,Cost,Conversions,Impr. (Top) %,Search lost top IS (rank),Search impr. share,Search lost IS (budget),Search exact match IS,Bid strategy type,Conv. value,Conv. value / cost,Original conv. value
Jun-25,Total: Search,,,,,GBP,,,,Search,0,"17,203","1,276",7.42%,1.38,"1,276",6.11%,1.38,22.62,1764.15,78,67.31%,58.39%,< 10%,37.66%,< 10%,,"30,846.46",17.49,"30,846.46"
Sep-25,Total: Search,,,,,GBP,,,,Search,0,"20,260","1,662",8.20%,2.4,"1,662",12.35%,2.4,19.41,3983.53,205.28,50.52%,82.29%,< 10%,13.90%,10.44%,,"71,882.60",18.04,"71,882.60"
Dec-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0,"6,370",285,4.47%,2.35,257,8.07%,2.61,29.16,670.61,23, --, --,< 10%,2.50%,< 10%,,"6,739.00",10.05,"6,739.00"
Dec-25,Total: Display,,,,,GBP,,,,Display,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Jan-25,Total: Display,,,,,GBP,,,,Display,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Feb-25,Total: Display,,,,,GBP,,,,Display,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Sep-25,Total: In-stream video,,,,,GBP,,,,In-stream video,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Jan-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0.02,"271,732","3,621",1.33%,0.83,"3,620",7.24%,0.83,11.48,3010.08,262.2, --, --,< 10%,9.01%,< 10%,,"25,720.85",8.54,"25,720.85"
Jul-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0.025,"199,220",972,0.49%,1.2,568,5.00%,2.06,24.08,1169.77,48.57, --, --,< 10%,23.00%,< 10%,,"14,231.14",12.17,"14,231.14"
Jul-25,Total: In-stream video,,,,,GBP,,,,In-stream video,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Mar-25,Total: In-stream video,,,,,GBP,,,,In-stream video,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Oct-25,Total: Search,,,,,GBP,,,,Search,0,"21,034","1,677",7.97%,2.89,"1,677",13.60%,2.89,21.23,4840.39,228,48.27%,78.96%,< 10%,16.10%,13.58%,,"79,833.02",16.49,"79,833.02"
May-25,Total: Search,,,,,GBP,,,,Search,0,"16,463","1,407",8.55%,1.09,"1,407",7.32%,1.09,14.86,1530.97,103,58.33%,77.93%,< 10%,18.98%,< 10%,,"39,947.00",26.09,"39,947.00"
Jan-25,Total: Search,,,,,GBP,,,,Search,0,380,31,8.16%,0.48,31,12.90%,0.48,3.74,14.94,4,58.57%,11.95%,< 10%,85.46%,< 10%,,400,26.77,400
Mar-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0.026,"529,973","5,657",1.07%,0.42,"1,752",1.48%,1.37,28.61,2396.98,83.79, --, --,< 10%,11.75%,< 10%,,"15,110.24",6.3,"15,110.24"
Sep-25,Total: Display,,,,,GBP,,,,Display,0,0,0, --,0,0,0.00%,0,0,0,0, --, --, --, --, --,,0,0,0
Aug-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0.017,"154,467","1,584",1.03%,0.76,703,2.90%,1.71,26.17,1202.92,45.96, --, --,< 10%,20.01%,< 10%,,"13,353.88",11.1,"13,353.88"
Apr-25,Total: Performance Max,,,,,GBP,,,,Performance Max,0.019,"659,063","1,045",0.16%,1.59,832,3.93%,2,40.48,1661.73,41.05, --, --,< 10%,15.74%,< 10%,,"14,231.73",8.56,"14,231.73"
